goodreads_book_id,title,authors,isbn,publication_year,language_code,rating
32423,Watchers,"Dean Koontz",,1987,,4.16
821611,The Story of My Life,"Helen Keller",553213873,1902,eng,4.07
6224935,This Is Where I Leave You,"Jonathan Tropper",052595127X,2009,eng,3.88
7108001,Abraham Lincoln: Vampire Hunter,"Seth Grahame-Smith",446563080,2010,en-US,3.7
271199,フルーツバスケット 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1591826039,1999,eng,4.23
12985,The Tempest,"William Shakespeare",743482832,1623,en-US,3.8
6917952,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",1905654944,2010,eng,3.98
5096,Wizard and Glass,"Stephen King, Dave McKean",340829788,1997,eng,4.24
18302455,The Circle,"Dave Eggers",385351399,2013,eng,3.46
9673436,The Invention of Hugo Cabret,"Brian Selznick",439813786,2007,eng,4.23
5479,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",60776099,1932,eng,4.16
1087204,桜蘭高校ホスト部 1,"Bisco Hatori",1591169151,2003,eng,4.36
18812405,The Good Girl,"Mary Kubica",778316556,2014,eng,3.81
16070903,Fallen Too Far (Too Far, #1),"Abbi Glines",,2012,eng,4.21
18081809,Landline,"Rainbow Rowell",1250049377,2014,eng,3.55
6262365,Tempted,"P.C. Cast, Kristin Cast",1905654588,2008,eng,3.96
12497,No Country for Old Men,"Cormac McCarthy",375706674,2005,eng,4.12
6101138,Wolf Hall,"Hilary Mantel",7230206,2009,eng,3.85
6294,Howl's Moving Castle,"Diana Wynne Jones",006441034X,1986,eng,4.3
11570,Dreamcatcher,"Stephen King, William Olivier Desmond",2226131906,2001,fre,3.59
16902,Walden; or Life in the Woods,"Henry David Thoreau",691096120,1854,eng,3.79
28921,The Remains of the Day,"Kazuo Ishiguro",571225381,1989,eng,4.1
10766509,The Best of Me,"Nicholas Sparks",446547654,2010,en-US,3.91
10746542,The Sense of an Ending,"Julian Barnes",224094157,2011,eng,3.7
64863,A is for Alibi,"Sue Grafton",312938993,1982,en-US,3.82
1554,Οἰδίπους Τύραννος,"Sophocles, J.E. Thomas",1580495931,-430,eng,3.67
5960325,Shanghai Girls,"Lisa See",1400067111,2009,eng,3.87
5659,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",143039091,1908,eng,3.98
15749186,To All the Boys I've Loved Before,"Jenny Han",,2014,eng,4.11
9516,Persepolis,"Marjane Satrapi, Mattias Ripa",037571457X,2000,eng,4.23
3087,A Room with a View,"E.M. Forster",1420925431,1908,eng,3.91
6931356,The DUFF: Designated Ugly Fat Friend,"Kody Keplinger",316084239,2010,en-US,3.86
1295102,Lock and Key,"Sarah Dessen",067001088X,2008,eng,4.01
268602,Naked in Death,"J.D. Robb",399151575,1995,en-US,4.13
5355,The Chamber,"John Grisham",385339666,1994,eng,3.76
4502877,Midnight Sun (Partial Draft),"Stephenie Meyer",,2008,eng,4.03
204042,NARUTO -ナルト- 巻ノ一 ,"Masashi Kishimoto, Katy Bridges",1569319006,1999,eng,4.35
13227454,The Unlikely Pilgrimage of Harold Fry,"Rachel Joyce",812993292,2012,eng,3.89
13262783,Every Day,"David Levithan",307931889,2012,eng,3.99
8648,Xenocide,"Orson Scott Card",312861877,1991,eng,3.77
24128,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",743477561,1596,eng,3.78
402093,Shōgun,"James Clavell",440178002,1975,eng,4.37
42900,Lover Awakened (Black Dagger Brotherhood, #3),"J.R. Ward",451219368,2006,eng,4.45
16096824,A Court of Thorns and Roses,"Sarah J. Maas",1619634449,2015,eng,4.29
13584236,Fifty Shades Trilogy (Fifty Shades, #1-3),"E.L. James",345803574,2012,,4.13
293595,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",068983568X,1989,eng,4.21
6393631,Smile,"Raina Telgemeier",545132053,2009,eng,4.19
5472, Animal Farm & 1984,"George Orwell, Christopher Hitchens",151010269,1950,eng,4.26
5161,The Deep End of the Ocean,"Jacquelyn Mitchard",140286276,1996,en-US,3.84
12555,The Bonesetter's Daughter,"Amy Tan",345457374,2001,en-US,3.98
402013,Angus, Thongs and Full-Frontal Snogging,"Louise Rennison",60288140,1999,eng,3.74
13538873,Mr. Penumbra's 24-Hour Bookstore,"Robin Sloan",374214913,2012,eng,3.75
43448,Flowers in the Attic,"V.C. Andrews",743496310,1979,eng,3.79
25899336,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",,2016,eng,4.32
139463,Maniac Magee,"Jerry Spinelli",590452037,1990,eng,3.86
22290,Invisible Monsters,"Chuck Palahniuk",99285444,1999,eng,4.0
1625,Twelfth Night; or, What You Will,"William Shakespeare",743482778,1601,eng,3.97
12936,Gathering Blue,"Lois Lowry",385732562,2000,eng,3.8
902,The Westing Game,"Ellen Raskin",014240120X,1978,eng,4.03
15839976,Red Rising,"Pierce Brown",345539788,2014,eng,4.26
3227063,The Way of Shadows,"Brent Weeks",316033677,2008,en-US,4.15
30868,The Bean Trees,"Barbara Kingsolver",812474945,1988,eng,3.94
15745950,Walking Disaster,"Jamie McGuire",1476712980,2013,eng,4.23
17332218,Words of Radiance,"Brandon Sanderson",765326361,2014,eng,4.77
301736,Guess How Much I Love You,"Sam McBratney, Anita Jeram",076360013X,1988,en-US,4.36
10967,The Fiery Cross,"Diana Gabaldon",440221668,2001,eng,4.26
10628,Night Shift,"Stephen King, John D. MacDonald",450042685,1978,en-GB,3.96
126232,Jaws,"Peter Benchley",1400064562,1974,eng,3.96
3867,The History of Love,"Nicole Krauss",393328627,2005,eng,3.91
19302,Pippi Långstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",142402494,1945,eng,4.11
2967752,L'élégance du hérisson,"Muriel Barbery, Alison Anderson",1933372605,2006,eng,3.73
2199,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",743270754,2005,eng,4.3
7091488,Dead in the Family,"Charlaine Harris",441018645,2010,en-US,3.88
11989,La peste,"Albert Camus, Stuart Gilbert",679720219,1947,en-US,3.97
78418,The Reptile Room,"Lemony Snicket, Brett Helquist",439206480,1999,eng,3.95
13547180,Brain on Fire,"Susannah Cahalan",145162137X,2012,eng,4.0
305234,Wicked Lovely ,"Melissa Marr",61214655,2007,en-US,3.69
420297,Curious George,"H.A. Rey",039515023X,1941,en-CA,4.13
27712,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",525457585,1979,eng,4.17
13912,A Beautiful Mind,"Sylvia Nasar",571212921,1998,en-GB,4.12
41681,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1884365302,1906,eng,3.72
2800905,The Summoning,"Kelley Armstrong",61662690,2008,en-US,4.03
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,"Oliver Sacks",684853949,1985,en-US,4.04
92364,Storm Island,"Ken Follett",006074815X,1978,en-US,4.16
78433,The Blind Assassin,"Margaret Atwood",1860498809,2000,eng,3.95
23164983,Hollow City,"Ransom Riggs",1594747350,2014,eng,4.07
359770,House of Sand and Fog,"Andre Dubus III",375727345,1999,eng,3.83
17235026,The Girl with All the Gifts,"M.R. Carey",356500152,2014,eng,3.93
77013,As I Lay Dying,"William Faulkner",067973225X,1930,eng,3.72
98573,Harold and the Purple Crayon,"Crockett Johnson",747532036,1955,eng,4.24
35729,Lover Eternal (Black Dagger Brotherhood, #2),"J.R. Ward",451218043,2006,eng,4.35
29580,Second Foundation (Foundation #3),"Isaac Asimov",553803735,1953,eng,4.23
91477,Fool Moon ,"Jim Butcher",451458125,2001,eng,4.04
15751404,David and Goliath,"Malcolm Gladwell",316204366,2011,eng,3.9
870,鋼の錬金術師 1,"Hiromu Arakawa, Akira Watanabe",1591169208,2002,eng,4.49
64216,Guards! Guards!,"Terry Pratchett",61020648,1989,eng,4.32
7815,The Year of Magical Thinking,"Joan Didion",1400078431,2005,eng,3.86
80660,We Need to Talk About Kevin,"Lionel Shriver",006112429X,2003,eng,4.07
112537,Rendezvous with Rama,"Arthur C. Clarke",1857231589,1973,eng,4.06
43758,The Queen of the Damned,"Anne Rice",345419626,1988,eng,3.86
53835,The Age of Innocence,"Edith Wharton, Maureen Howard",159308143X,1920,eng,3.93
61535,The Selfish Gene,"Richard Dawkins",199291152,1976,eng,4.11
4965,Year of Wonders: A Novel of the Plague,"Geraldine Brooks",142001430,2001,eng,4.0
32508,The Black Echo,"Michael Connelly",446612731,1992,eng,4.08
667,Anthem,"Ayn Rand",452281253,1938,eng,3.62
10140661,Gabriel's Inferno,"Sylvain Reynard",1936305623,2011,eng,4.02
8073,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",689707495,1978,eng,4.15
6643090,Major Pettigrew's Last Stand,"Helen Simonson",1400068932,2010,eng,3.87
5598113,Vision in White,"Nora Roberts",425227510,2009,eng,4.1
10909,The Tenth Circle,"Jodi Picoult",074349671X,2006,eng,3.48
9067850,The Throne of Fire,"Rick Riordan",1423140567,2011,eng,4.2
51964,Old Man's War,"John Scalzi",765348276,2005,eng,4.23
32692,Gerald's Game,"Stephen King",831727527,1992,eng,3.47
6427,Two for the Dough,"Janet Evanovich",140255559,1996,eng,4.11
327847,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",684818701,1931,,4.14
21611,The Forever War,"Joe Haldeman",60510862,1974,eng,4.15
10585,Insomnia,"Stephen King, Bettina Blanch Tyroller",8497597729,1994,spa,3.79
7603,Reading Lolita in Tehran: A Memoir in Books,"Azar Nafisi",812971060,2003,eng,3.57
944073,The Blade Itself,"Joe Abercrombie",575079797,2006,eng,4.14
114955,The Arctic Incident,"Eoin Colfer",786851473,2002,eng,3.94
7354,The Shipping News,"Annie Proulx",743225422,1993,eng,3.83
22318578,人生がときめく片づけの魔法,"Marie Kondō, Cathy Hirano",1607747308,2011,eng,3.77
18460392,All the Bright Places,"Jennifer Niven, فرانک معنوی",385755880,2015,eng,4.19
231604,Déjà Dead,"Kathy Reichs",671011367,1997,eng,3.86
17402605,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,"Michael Scott",552562521,2007,eng,3.84
10964693,The Marriage Plot,"Jeffrey Eugenides",374203059,2011,eng,3.42
16527,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",61120251,1998,eng,3.89
22609317,Luckiest Girl Alive,"Jessica Knoll",1476789630,2015,eng,3.48
270730,Crank (Crank, #1),"Ellen Hopkins",689865198,2004,eng,4.16
17675462,The Raven Boys,"Maggie Stiefvater",545424925,2012,eng,4.05
547094,I Am Legend and Other Stories,"Richard Matheson",031286504X,1954,eng,3.99
1736739,Olive Kitteridge,"Elizabeth Strout",140006208X,2008,eng,3.78
20588698,Not that Kind of Girl,"Lena Dunham, Joana Avillez",081299499X,2014,eng,3.33
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,"James C. Collins",66620996,2001,eng,4.04
6137154,Fire,"Kristin Cashore",803734611,2009,en-US,4.12
17716,En attendant Godot,"Samuel Beckett",,1952,eng,3.81
43035,White Fang,"Jack London",439236193,1906,eng,3.94
4978,Wolves of the Calla,"Stephen King, Bernie Wrightson",141651693X,2003,eng,4.17
18116,His Dark Materials,"Philip Pullman",440238609,2000,eng,4.25
16081272,The Edge of Never,"J.A. Redmerski",1480095532,2012,en-US,4.26
15776309,Reconstructing Amelia,"Kimberly McCreight",006222543X,2013,eng,3.82
18693716,The One Plus One,"Jojo Moyes",525426582,2014,eng,3.94
11899,The Hours,"Michael Cunningham",312305060,1998,en-US,3.91
15858248,Wallbanger,"Alice Clayton",1623420024,2012,eng,4.1
4136,Holidays on Ice,"David Sedaris",316191299,1997,eng,3.95
10584,Desperation,"Stephen King",451188462,1996,eng,3.8
9369720,Passion,"Lauren Kate",385739168,2011,eng,3.89
13089710,The Kill Order,"James Dashner",385742886,2012,eng,3.69
11500217,Angelfall,"Susan Ee",144477851X,2011,en-US,4.19
187020,Empire Falls,"Richard Russo",375726403,2001,eng,3.91
13895,The Fires of Heaven,"Robert Jordan",1857232097,1993,en-US,4.13
20820994,I'll Give You the Sun,"Jandy Nelson",803734964,2014,eng,4.14
22283,Survivor,"Chuck Palahniuk",009928264X,1999,en-US,3.93
9420,Shopaholic and Baby,"Sophie Kinsella",385338708,2007,eng,3.77
5091,The Dark Tower,"Stephen King",1416524525,2004,en-US,4.27
6202690,Twilight Director's Notebook,"Catherine Hardwicke",316070521,2009,en-US,4.2
9418,Shopaholic Abroad,"Sophie Kinsella",440241812,2001,en-US,3.75
5544,Surely You're Joking, Mr. Feynman! Adventures of a Curious Character,"Richard Feynman",393316041,1984,en-US,4.29
6654313,Linger,"Maggie Stiefvater",545123283,2010,en-US,3.91
3579,The Complete Anne of Green Gables Boxed Set,"L.M. Montgomery",553609416,1908,,4.42
7588,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",142437344,1916,eng,3.6
1166599,The Gathering Storm,"Robert Jordan, Brandon Sanderson",765302306,2009,eng,4.34
19089,Middlemarch,"George Eliot, Michel Faber",451529170,1871,eng,3.93
13496084,Point of Retreat,"Colleen Hoover",,2012,eng,4.3
5350,The Partner,"John Grisham",385339100,1997,,3.89
30,The Hobbit and The Lord of the Rings,"J.R.R. Tolkien",345538374,1973,eng,4.59
13517535,Thoughtless,"S.C. Stephens",146109111X,2009,eng,4.12
425029,Presumed Innocent,"Scott Turow",446350982,1986,,4.1
11597,The Dark Half,"Stephen King",045052468X,1989,eng,3.74
7968243,Cleopatra: A Life,"Stacy Schiff",316001929,2006,eng,3.62
1911,The World Is Flat: A Brief History of the Twenty-first Century,"Thomas L. Friedman",374292795,2005,en-US,3.66
17182126,Steelheart,"Brandon Sanderson",385743564,2013,eng,4.16
766020,The Rainbow Fish,"Marcus Pfister, J. Alison James",1558580093,1995,en-US,4.15
32829,Voyage au centre de la Terre,"Jules Verne",553213970,1864,eng,3.84
6398634,The Happiness Project,"Gretchen Rubin",61583251,2009,eng,3.57
216363,The Man in the High Castle,"Philip K. Dick",679740678,1962,eng,3.66
105992,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",393322238,1974,en-GB,4.0
90072,Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra,"Robert Kapilow, Dr. Seuss",793551617,,,4.44
15645,Inferno,"Dante Alighieri, Anthony M. Esolen",812970063,1320,,3.99
11559200,Shadow of Night,"Deborah Harkness",670023485,2012,eng,4.04
18816603,Leaving Time,"Jodi Picoult",345544927,2014,eng,3.94
71811,Moon Called,"Patricia Briggs",441013813,2006,eng,4.18
872333,Blue Bloods,"Melissa de la Cruz",786838922,2006,en-US,3.68
40024,The Alienist,"Caleb Carr",812976142,1994,eng,4.05
25489625,Between the World and Me,"Ta-Nehisi Coates",812993543,2015,eng,4.4
15997,Paradise Lost,"John Milton, John      Leonard",140424393,1667,eng,3.8
6463967,The Big Short: Inside the Doomsday Machine,"Michael   Lewis",393072231,2009,en-US,4.26
11564,The Girl Who Loved Tom Gordon,"Stephen King",1416524290,1999,,3.56
8621462, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",1406311529,2011,eng,4.36
8253920,Towers of Midnight,"Robert Jordan, Brandon Sanderson",765325942,2010,en-US,4.42
540020,The Day of the Jackal,"Frederick Forsyth",553266306,1971,eng,4.25
6732019,Rework,"Jason Fried, David Heinemeier Hansson",307463745,2010,eng,3.93
8909152,Attachments,"Rainbow Rowell",525951989,2011,eng,3.95
3090465,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",739352350,2005,,3.88
12875258,Tell the Wolves I'm Home,"Carol Rifka Brunt",679644199,2012,eng,4.04
32085,All Creatures Great And Small,"James Herriot",312965788,1972,eng,4.31
11408650,The Unbecoming of Mara Dyer,"Michelle Hodkin",,2011,eng,4.09
6854,Three to Get Deadly,"Janet Evanovich",312966091,1997,en-US,4.14
136116,The Scarlet Pimpernel,"Emmuska Orczy",1576469239,1905,eng,4.06
44186,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",037582913X,1971,eng,4.45
37741,Tales of a Fourth Grade Nothing,"Judy Blume",425193799,1972,eng,4.09
10194157,Shadow and Bone,"Leigh Bardugo",805094598,2012,eng,4.05
15797938,Het diner,"Herman Koch, Sam Garrett",770437850,2009,eng,3.22
14290364,Champion,"Marie Lu",399256776,2013,eng,4.37
61666,Contact,"Carl Sagan",2266079999,1985,eng,4.11
9961796,Lola and the Boy Next Door,"Stephanie Perkins",525423281,2011,en-US,4.0
3711,White Teeth,"Zadie Smith",375703861,1999,en-US,3.75
11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",62107062,2012,eng,3.97
35982,My Horizontal Life: A Collection of One-Night Stands,"Chelsea Handler",1582346186,2004,en-GB,3.79
8659601,The Power of Six,"Pittacus Lore",61974552,2011,eng,4.17
15815333,The Interestings,"Meg Wolitzer",1594488398,2013,eng,3.54
43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,"Bill Watterson",836218051,1988,en-US,4.65
1379961,People of the Book,"Geraldine Brooks",067001821X,2008,eng,4.0
13508607,The Secret Keeper,"Kate Morton",1439152802,2012,,4.13
411053,Better Homes & Gardens New Cook Book,"Better Homes and Gardens",696215322,1953,,4.14
8698,So Long, and Thanks for All the Fish,"Douglas Adams",330491237,1984,eng,4.08
16631,Der Steppenwolf: Erzählung,"Hermann Hesse, Basil Creighton",140282580,1927,eng,4.11
32263,The Surgeon,"Tess Gerritsen",055381706X,2001,en-GB,4.1
17572903,The Girl You Left Behind,"Jojo Moyes",670026611,2012,eng,3.95
68487,Royal Assassin,"Robin Hobb",6480101,1996,eng,4.21
414999,Childhood's End,"Arthur C. Clarke",345347951,1953,en-US,4.09
37190, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",763625299,2004,en-US,4.0
25460,Animal, Vegetable, Miracle: A Year of Food Life,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",60852550,2007,en-US,4.03
20613470,Heir of Fire,"Sarah J. Maas",1619630656,2014,eng,4.53
35231,Lord of Chaos (Wheel of Time, #6),"Robert Jordan",812513754,1994,eng,4.1
6218281,The Sweetness at the Bottom of the Pie,"Alan Bradley",385342306,2009,eng,3.81
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,"Donald Miller",785263705,2003,en-US,3.92
10965,A Breath of Snow and Ashes,"Diana Gabaldon",385340397,2005,eng,4.43
18705209,The Blood of Olympus,"Rick Riordan",1484724917,2014,eng,4.41
26247008,Truly Madly Guilty,"Liane Moriarty",1250069793,2016,eng,3.55
15704307,Saga, Volume One,"Brian K. Vaughan, Fiona Staples",1607066017,2012,eng,4.25
10996342,The Art of Fielding,"Chad Harbach",316126691,2011,eng,3.99
4631,A Moveable Feast,"Ernest Hemingway",99285045,1964,eng,4.04
44652,Fablehaven,"Brandon Mull",1590385810,2006,eng,4.08
438492,The Wide Window,"Lemony Snicket, Brett Helquist",64407683,2000,eng,3.91
91476,Grave Peril,"Jim Butcher",451458443,2001,eng,4.18
10884,Einstein. His Life and Universe,"Walter Isaacson",743264738,2007,eng,4.08
15842441,Effortless,"S.C. Stephens",1476717486,2011,eng,4.37
5351,The Street Lawyer,"John Grisham",385339097,1998,eng,3.81
310459,Roll of Thunder, Hear My Cry,"Mildred D. Taylor",014034893X,1976,eng,3.79
5899779,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",1594743347,2009,eng,3.28
15790837,Lets Explore Diabetes with Owls,"David Sedaris",316154695,2013,eng,3.8
12505,Идиот,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",679642420,1868,eng,4.18
365,Dirk Gently's Holistic Detective Agency,"Douglas Adams",671746723,1987,en-US,3.97
1809465,Rodrick Rules,"Jeff Kinney",810994739,2008,en-US,4.1
22716447,Why Not Me?,"Mindy Kaling",804138141,2015,eng,3.89
18126198,Four: A Divergent Collection,"Veronica Roth",62285688,2014,eng,4.1
23453112,Modern Romance,"Aziz Ansari, Eric Klinenberg",1594206279,2015,eng,3.85
11594337,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",61992259,2012,eng,4.24
108229,The Perfect Storm: A True Story of Men Against the Sea,"Sebastian Junger",393050327,1997,en-US,4.07
68427,Elantris,"Brandon Sanderson",765350378,2005,eng,4.17
2118745,The Knife of Never Letting Go,"Patrick Ness",1406310255,2008,eng,3.96
33512,One Thousand White Women: The Journals of May Dodd,"Jim Fergus",312199430,1998,eng,3.88
3720975,Handle with Care,"Jodi Picoult",743296419,2009,eng,3.96
5093,Song of Susannah,"Stephen King, Darrel Anderson",1416521496,2004,eng,3.98
13125947,Reached,"Ally Condie",525423664,2012,,3.56
14836,Midnight's Children,"Salman Rushdie",99578514,1981,eng,3.99
535441,The Zombie Survival Guide: Complete Protection from the Living Dead,"Max Brooks",1400049628,2004,eng,3.86
5348,The Testament,"John Grisham",440234743,1999,,3.83
16331,Murder at the Vicarage,"Agatha Christie",1579126251,1930,eng,4.03
227651,Among the Hidden ,"Margaret Peterson Haddix",1416924981,1998,eng,3.97
315425,In Defense of Food: An Eater's Manifesto,"Michael Pollan",1594201455,2007,en-US,4.07
703292,The Witch of Blackbird Pond,"Elizabeth George Speare",440995779,1958,en-US,3.97
22918050,The Heir,"Kiera Cass",,2015,eng,3.85
9419,Shopaholic Ties the Knot,"Sophie Kinsella",440241898,2002,eng,3.77
5890,The Woman in White,"Wilkie Collins, Matthew Sweet",141439610,1859,eng,3.98
25735012,Career of Evil,"Robert Galbraith, J.K. Rowling",316349933,2015,eng,4.21
5821978,The Summer I Turned Pretty,"Jenny Han",1416968237,2009,en-US,3.96
6422,Four to Score ,"Janet Evanovich",312966970,1998,en-US,4.17
29209,The Color of Water: A Black Man's Tribute to His White Mother,"James McBride",1573225789,1996,en-US,4.06
6402364,SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance,"Steven D. Levitt, Stephen J. Dubner",60889578,2009,en-US,3.95
112750,Darkfever,"Karen Marie Moning",385339151,2006,eng,4.14
234184,Stone of Tears,"Terry Goodkind",312857063,1995,en-US,4.1
7114761,Heart of the Matter,"Emily Giffin",312554168,2010,en-US,3.73
5797,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",141439831,1847,eng,3.76
4982,The Sirens of Titan,"Kurt Vonnegut Jr.",1857988841,1959,en-GB,4.16
10625,Dolores Claiborne,"Stephen King, Dominique Dill",2266047426,1992,fre,3.81
25781157,The Nest,"Cynthia D'Aprix Sweeney",62414216,2016,eng,3.45
21326,Fables, Volume 1: Legends in Exile,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",1563899426,2001,eng,3.99
1633,Getting Things Done: How To Achieve Stress-free Productivity,"David    Allen",142000280,2001,en-GB,3.98
13103,The Celestine Prophecy,"James Redfield",446671002,1993,en-US,3.6
12294652,My Life Next Door ,"Huntley Fitzpatrick",803736991,2012,eng,4.02
12959233,Winter of the World,"Ken Follett",525952926,2012,eng,4.29
19288239,色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi],"Haruki Murakami, Philip Gabriel",385352107,2013,eng,3.82
82970,Lucky,"Alice Sebold",033041836X,1999,eng,3.77
59716,To The Lighthouse ,"Virginia Woolf",140679239X,1927,eng,3.76
105576,Five Point Someone: What Not to Do at IIT,"Chetan Bhagat",8129104598,2004,en-GB,3.43
30281,Guilty Pleasures,"Laurell K. Hamilton",425197549,1993,eng,4.02
19057,The Messenger,"Markus Zusak",375836675,2002,en-US,4.09
31463,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",141439653,1874,eng,3.92
34507,Equal Rites,"Terry Pratchett",60855908,1987,eng,4.0
24800,House of Leaves,"Mark Z. Danielewski",038560310X,2000,eng,4.13
85379,Cruel & Unusual,"Patricia Cornwell",380718340,1993,nl,4.11
17288661,Sycamore Row,"John Grisham",385537131,2013,eng,3.98
8652190,Awakened,"P.C. Cast, Kristin Cast",312650248,2011,en-US,4.02
17150,My Ántonia,"Willa Cather",1583485090,1918,eng,3.76
213753,Life As We Knew It,"Susan Beth Pfeffer",152061548,2006,eng,3.89
706,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",713998946,2004,eng,4.02
89375,90 Minutes in Heaven,"Don Piper, Cecil Murphey",800759494,2004,,3.91
17407748,The Longest Ride,"Nicholas Sparks",1455520659,2012,eng,4.14
57854,道德經 [dào dé jīng],"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",679776192,-300,eng,4.31
78983,Kane and Abel,"Jeffrey Archer",312995059,1979,en-US,4.27
1609451,Change of Heart,"Jodi Picoult",743496744,2008,en-US,3.91
32370,Dry: A Memoir,"Augusten Burroughs",312423799,2003,eng,4.01
80568,Sam's Letters To Jennifer,"James Patterson",446613347,2001,,4.15
25644601,Grey,"E.L. James",1101946342,2015,en-GB,3.76
106,Dune Messiah ,"Frank Herbert",441172695,1969,eng,3.86
17267,The Great Divorce,"C.S. Lewis",6280560,1945,en-US,4.28
80536,Little Earthquakes,"Jennifer Weiner",1416528636,2004,,3.76
46306,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",517092913,1835,eng,4.28
6466909,New Moon: The Complete Illustrated Movie Companion,"Mark Cotta Vaz",316075809,2009,en-US,4.34
24445517,Maybe Someday,"Colleen Hoover",,2014,eng,4.33
31101,Mr Maybe,"Jane Green",767905202,1999,eng,3.41
77392,Anne of the Island,"L.M. Montgomery",553213172,1915,eng,4.21
51893,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",140047484,1883,eng,4.05
156538,North and South,"Elizabeth Gaskell, Alan Shelston",140620192,1854,eng,4.13
11330361,A Stolen Life,"Jaycee Dugard",1451629184,2011,en-US,3.89
7913305,The Immortals of Meluha,"Amish Tripathi",,2010,eng,4.0
8650,The Lost World,"Michael Crichton",752224417,1995,eng,3.72
9593913,Requiem,"Lauren Oliver",62014536,2013,eng,3.74
13890,A Crown of Swords,"Robert Jordan",812550285,1996,eng,4.0
21348,Aesopica,"Aesop, Laura Harris, Laura Gibbs",192840509,-560,eng,4.05
394535,Blood Meridian: Or the Evening Redness in the West,"Cormac McCarthy",679728759,1985,eng,4.18
12751687,Finale,"Becca Fitzpatrick",1442426675,2012,eng,4.22
13440,Skeleton Crew,"Stephen King",751504386,1985,eng,3.93
22206,Lullaby,"Chuck Palahniuk",99437961,2002,,3.73
6969361,Two States,"Chetan Bhagat",8129115301,2009,eng,3.42
263145,ヴァンパイア騎士 1,"Matsuri Hino, Tomo Kimura",1421508222,2005,eng,4.1
91478,Summer Knight,"Jim Butcher",451458923,2002,eng,4.3
61975,Dragonflight,"Anne McCaffrey, Teodor Panasiński",345484266,1968,eng,4.1
1081560,The History of the Hobbit, Part One: Mr. Baggins,"John D. Rateliff, J.R.R. Tolkien",618968474,2007,eng,3.81
17788401,Ugly Love,"Colleen Hoover",,2014,eng,4.3
47401,Chocolat,"Joanne Harris",014100018X,1998,eng,3.95
293101,The Amityville Horror,"Jay Anson",553116606,1977,eng,3.82
11713,The English Patient,"Michael Ondaatje",771068719,1992,,3.88
